optimization,execution time of optimzier,no of feature selected,selected feature 
ALO,11989.842879772186,10,"L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,"
